trip_id,date,driver_id,origin,dest,o_lat,o_lon,d_lat,d_lon,distance_km,load_ton,traffic_index,elevation_gain_m,avg_speed_kmh,duration_h,fuel_liters
T2629,2025-02-19,D015,Cusco,Tacna,-13.47617,-71.92953,-18.03873,-70.23149,538.88,8.7,0.54,295,45.8,12.43,149.2
T2630,2025-02-19,D024,Ica,Cusco,-14.09832,-75.72473,-13.4411,-71.87555,422.08,27.9,0.46,729,54.0,8.06,204.8
T2631,2025-02-19,D035,Puno,Tacna,-15.77385,-70.03449,-18.01459,-70.22615,249.99,16.2,0.11,420,64.4,4.88,103.3
T2632,2025-02-19,D006,Cusco,Tacna,-13.53219,-71.90021,-18.14179,-70.24689,542.2,1.0,0.05,477,60.3,10.51,132.0
T2633,2025-02-19,D022,Tacna,Cusco,-18.02347,-70.22735,-13.50708,-71.94663,534.82,13.1,0.87,511,45.8,14.01,152.5
T2634,2025-02-19,D023,Tacna,Cusco,-18.0238,-70.29564,-13.65604,-71.91574,515.65,7.6,0.75,404,44.0,12.87,169.9
T2635,2025-02-19,D035,Arequipa,Lima,-16.41803,-71.49753,-12.05571,-77.03204,768.69,1.0,0.75,472,68.8,10.35,200.7
T2636,2025-02-19,D003,Chiclayo,Cusco,-6.8594,-79.79587,-13.60063,-71.973,1137.42,13.1,0.58,94,64.3,18.55,272.8
T2637,2025-02-19,D002,Tacna,Ica,-18.03028,-70.1633,-14.12051,-75.76775,739.86,26.6,0.94,632,36.9,23.49,234.0
T2638,2025-02-19,D011,Tacna,Lima,-18.0302,-70.17193,-12.01364,-77.01968,993.86,6.3,0.76,165,48.6,22.65,258.1
T2639,2025-02-19,D026,Chiclayo,Puno,-6.75448,-79.84965,-15.81203,-70.05391,1467.18,4.7,0.86,0,31.2,43.96,359.4
T2640,2025-02-19,D039,Trujillo,Lima,-8.07871,-79.00052,-11.95709,-77.11376,478.17,10.6,0.47,367,56.3,7.77,147.1
T2641,2025-02-19,D022,Ica,Chiclayo,-14.10043,-75.72456,-6.69326,-79.81972,937.38,1.0,0.26,255,55.3,18.6,241.8
T2642,2025-02-19,D022,Lima,Trujillo,-12.03028,-77.11388,-8.1364,-79.09516,484.25,16.1,0.37,273,39.1,14.31,181.1
T2643,2025-02-19,D033,Trujillo,Lima,-8.04077,-79.05519,-12.1322,-77.08932,503.26,19.5,0.27,479,51.4,10.49,164.4
T2644,2025-02-19,D020,Lima,Ica,-12.05268,-76.99259,-14.03424,-75.78901,256.02,6.3,0.75,0,57.0,4.31,104.3
T2645,2025-02-19,D038,Chiclayo,Trujillo,-6.83786,-79.90501,-8.16613,-79.02564,176.67,3.9,0.42,0,53.3,3.99,57.3
T2646,2025-02-19,D023,Chiclayo,Lima,-6.74902,-79.80503,-12.12365,-77.039,670.18,19.1,0.57,478,40.3,17.61,220.4
T2647,2025-02-19,D037,Ica,Chiclayo,-13.95366,-75.74747,-6.68658,-79.85186,924.27,11.5,0.42,517,53.0,19.01,240.9
T2648,2025-02-19,D036,Chiclayo,Trujillo,-6.715,-79.82404,-8.17085,-78.93638,189.17,29.1,0.22,309,51.0,4.47,101.1
T2649,2025-02-19,D035,Tacna,Lima,-18.06968,-70.27946,-12.03102,-77.05947,990.09,12.3,0.05,512,60.5,17.45,288.4
T2650,2025-02-19,D003,Ica,Trujillo,-14.1525,-75.62556,-8.03783,-79.1109,778.96,13.9,0.37,175,52.9,17.32,235.4
T2651,2025-02-19,D036,Chiclayo,Trujillo,-6.74311,-79.89278,-8.05177,-79.05834,172.17,4.6,0.18,415,62.6,3.36,52.7
T2652,2025-02-19,D002,Puno,Cusco,-15.8471,-70.02913,-13.45763,-72.03709,342.42,15.7,1.0,388,38.4,11.31,144.5
T2653,2025-02-19,D025,Ica,Cusco,-14.05437,-75.71625,-13.58284,-71.87698,417.85,2.3,0.41,247,66.9,6.41,93.9
T2654,2025-02-19,D023,Ica,Trujillo,-14.03907,-75.71063,-8.21062,-79.05394,743.61,12.9,0.38,294,37.5,19.76,211.5
T2655,2025-02-20,D034,Cusco,Chiclayo,-13.61102,-72.00497,-6.8166,-79.83727,1142.12,13.6,0.55,350,46.0,24.45,356.6
T2656,2025-02-20,D030,Trujillo,Arequipa,-8.25703,-79.02836,-16.51695,-71.56612,1224.36,1.0,0.34,236,74.0,16.58,332.9
T2657,2025-02-20,D004,Ica,Cusco,-14.08375,-75.72787,-13.53422,-72.06381,400.33,8.2,0.55,0,42.4,9.08,140.6
T2658,2025-02-20,D030,Ica,Arequipa,-14.06911,-75.74818,-16.39747,-71.50797,523.4,11.5,0.84,0,25.8,20.58,177.1
T2659,2025-02-20,D023,Chiclayo,Trujillo,-6.80317,-79.74684,-8.1933,-79.00792,174.73,9.6,0.61,121,50.2,3.62,62.3
T2660,2025-02-20,D022,Trujillo,Tacna,-8.16422,-79.05522,-17.94796,-70.21152,1448.63,10.7,0.05,455,53.7,32.0,297.8
T2661,2025-02-20,D012,Chiclayo,Cusco,-6.86502,-79.86863,-13.46534,-71.93146,1136.82,9.0,0.75,399,38.6,35.02,301.0
T2662,2025-02-20,D032,Arequipa,Tacna,-16.37481,-71.55042,-17.97115,-70.23704,225.78,2.6,0.82,639,54.3,4.19,76.8
T2663,2025-02-20,D006,Arequipa,Lima,-16.45059,-71.56505,-12.01163,-77.05571,770.47,10.3,0.62,10,51.8,15.11,235.6
T2664,2025-02-20,D014,Lima,Ica,-12.02398,-77.12387,-14.08837,-75.66864,278.46,23.8,0.47,0,37.2,9.35,137.7
T2665,2025-02-20,D009,Chiclayo,Lima,-6.74154,-79.7553,-11.95537,-77.09622,648.97,12.5,0.6,644,38.7,15.16,169.4
T2666,2025-02-20,D012,Tacna,Puno,-18.04008,-70.2345,-15.86457,-69.98594,243.35,16.0,0.39,771,66.8,3.84,95.0
T2667,2025-02-20,D036,Cusco,Chiclayo,-13.62997,-72.04615,-6.67893,-79.8764,1153.65,8.2,0.46,472,45.3,27.06,256.3
T2668,2025-02-20,D039,Ica,Trujillo,-14.14353,-75.70693,-8.0367,-78.92573,764.42,26.2,0.34,872,49.9,17.57,177.4
T2669,2025-02-20,D004,Tacna,Trujillo,-18.0747,-70.2004,-8.09823,-79.10382,1468.9,20.4,0.56,336,42.4,34.05,452.7
T2670,2025-02-20,D025,Chiclayo,Tacna,-6.77698,-79.86264,-17.94333,-70.28833,1618.37,10.9,0.28,252,65.3,25.29,352.4
T2671,2025-02-20,D011,Lima,Puno,-12.04289,-77.0075,-15.98325,-70.0649,867.57,2.9,0.52,517,28.4,29.35,209.2
T2672,2025-02-20,D029,Chiclayo,Lima,-6.77571,-79.82408,-12.04078,-76.93917,665.45,13.1,0.35,308,64.2,11.11,159.9
T2673,2025-02-20,D031,Ica,Lima,-14.05396,-75.84008,-12.00874,-77.04207,262.05,8.1,0.61,342,70.8,3.82,108.6
T2674,2025-02-20,D009,Lima,Chiclayo,-11.97809,-77.04451,-6.7221,-79.82144,659.04,6.7,0.72,0,51.0,15.53,124.0
T2675,2025-02-20,D018,Puno,Trujillo,-15.76095,-69.95313,-8.09369,-79.07251,1307.45,9.5,0.79,289,38.0,32.39,324.4
T2676,2025-02-20,D037,Lima,Arequipa,-12.05829,-77.01877,-16.38873,-71.48245,766.64,14.1,0.51,0,60.7,11.56,211.6
T2677,2025-02-20,D020,Lima,Tacna,-12.0421,-77.08186,-17.98573,-70.24348,987.7,7.0,0.79,46,43.8,23.24,230.7
T2678,2025-02-20,D017,Trujillo,Ica,-8.17197,-78.97061,-13.98783,-75.78699,734.02,19.3,0.81,24,37.3,23.09,211.4
T2679,2025-02-20,D025,Cusco,Lima,-13.57804,-72.02776,-11.94861,-77.08162,577.22,6.3,0.72,256,55.8,9.73,156.3
T2680,2025-02-20,D032,Ica,Arequipa,-14.13985,-75.72745,-16.42255,-71.59025,511.2,11.8,0.47,388,43.1,10.81,138.5
T2681,2025-02-20,D023,Arequipa,Trujillo,-16.34598,-71.50382,-8.17126,-79.10768,1227.82,14.8,0.05,374,49.0,24.91,313.9
T2682,2025-02-20,D018,Tacna,Arequipa,-17.93133,-70.24641,-16.36966,-71.5985,225.37,1.0,0.29,232,45.8,5.11,74.1
T2683,2025-02-20,D022,Puno,Trujillo,-15.87986,-69.9882,-8.03288,-79.037,1314.72,24.2,0.05,0,70.8,23.22,434.5
T2684,2025-02-20,D034,Cusco,Arequipa,-13.57986,-71.9353,-16.45159,-71.64143,320.88,24.9,0.22,0,46.0,6.37,139.6
T2685,2025-02-20,D017,Tacna,Chiclayo,-18.01501,-70.30984,-6.7652,-79.85397,1623.31,2.7,0.2,163,59.6,25.29,388.7
T2686,2025-02-20,D016,Tacna,Chiclayo,-17.98948,-70.28869,-6.74297,-79.83097,1622.97,1.0,0.77,530,66.4,26.6,377.2
T2687,2025-02-20,D016,Cusco,Arequipa,-13.57769,-71.9777,-16.42906,-71.59926,319.65,7.4,0.6,160,39.2,7.85,102.8
T2688,2025-02-20,D018,Puno,Ica,-15.77925,-70.0275,-14.10392,-75.6702,634.16,15.1,0.67,32,52.6,11.17,206.5
T2689,2025-02-20,D040,Puno,Lima,-15.7756,-69.9683,-12.10047,-77.11379,872.57,1.0,1.0,95,63.4,17.77,236.9
T2690,2025-02-20,D022,Puno,Chiclayo,-15.91243,-70.10542,-6.78501,-79.81816,1465.79,1.0,0.5,293,45.1,41.78,314.8
T2691,2025-02-20,D005,Cusco,Chiclayo,-13.56334,-71.87255,-6.72577,-79.86267,1158.41,1.0,0.32,404,61.1,22.21,293.4
T2692,2025-02-20,D021,Cusco,Lima,-13.56203,-71.969,-12.12658,-77.01489,569.82,18.5,0.05,23,52.5,13.26,176.8
T2693,2025-02-20,D009,Chiclayo,Arequipa,-6.68561,-79.89626,-16.53384,-71.51046,1425.16,6.1,0.54,395,39.9,35.83,322.4
T2694,2025-02-20,D031,Cusco,Arequipa,-13.50164,-71.97803,-16.40961,-71.59972,325.9,20.3,0.81,291,35.0,10.12,124.2
T2695,2025-02-20,D014,Cusco,Trujillo,-13.67914,-71.99511,-8.09475,-79.08289,991.98,5.4,0.51,235,45.5,25.94,250.0
T2696,2025-02-20,D005,Ica,Cusco,-14.03245,-75.74249,-13.58276,-71.98502,408.8,13.0,0.05,200,80.5,6.36,121.2
T2697,2025-02-20,D002,Arequipa,Tacna,-16.44835,-71.48524,-18.0462,-70.19829,224.15,8.7,0.05,381,60.7,3.69,67.9
T2698,2025-02-20,D015,Arequipa,Trujillo,-16.38646,-71.48999,-8.11921,-79.00984,1229.39,23.3,0.68,0,48.7,31.55,391.8
T2699,2025-02-20,D016,Cusco,Ica,-13.46153,-71.95679,-14.1229,-75.63774,404.24,25.2,0.49,314,26.2,14.65,149.2
T2700,2025-02-20,D034,Chiclayo,Cusco,-6.75542,-79.83852,-13.56754,-71.97623,1145.99,3.5,0.75,136,51.0,22.74,330.4
T2701,2025-02-20,D005,Ica,Chiclayo,-14.11765,-75.67282,-6.70711,-79.84163,941.56,6.8,0.68,125,45.3,23.36,268.3
T2702,2025-02-21,D040,Chiclayo,Trujillo,-6.755,-79.88923,-8.11271,-78.9093,185.65,10.7,0.54,240,57.7,3.49,75.7
T2703,2025-02-21,D017,Puno,Chiclayo,-15.84293,-69.98382,-6.66666,-79.907,1486.38,10.7,0.55,451,54.7,27.99,414.5
T2704,2025-02-21,D039,Arequipa,Cusco,-16.41021,-71.46998,-13.62914,-71.86888,312.19,14.2,0.46,313,38.2,7.5,127.9
T2705,2025-02-21,D037,Lima,Puno,-12.10195,-77.06954,-15.82242,-69.97254,870.27,21.8,0.24,294,75.8,10.5,228.3
T2706,2025-02-21,D037,Trujillo,Chiclayo,-8.14852,-79.02914,-6.75271,-79.83417,178.79,4.4,0.29,786,46.6,3.81,59.0
T2707,2025-02-21,D008,Tacna,Ica,-18.05585,-70.37156,-14.07638,-75.70258,721.18,24.4,0.82,471,55.9,15.54,206.0
T2708,2025-02-21,D026,Trujillo,Puno,-8.11002,-78.99078,-15.90455,-70.01043,1305.15,30.0,0.59,351,46.6,31.18,384.3
T2709,2025-02-21,D038,Ica,Puno,-14.04033,-75.78035,-15.88882,-69.95136,659.0,1.3,0.44,363,53.6,12.44,141.3
T2710,2025-02-21,D019,Trujillo,Arequipa,-8.09451,-79.03981,-16.41008,-71.48897,1235.63,23.0,0.59,0,46.7,27.68,293.5
T2711,2025-02-21,D028,Ica,Trujillo,-14.08697,-75.65465,-8.18449,-78.95724,748.64,24.3,0.68,355,59.7,12.57,269.4
T2712,2025-02-21,D019,Ica,Chiclayo,-14.10065,-75.70544,-6.75039,-79.80944,932.27,3.2,0.39,108,52.4,17.83,255.3
T2713,2025-02-21,D026,Chiclayo,Arequipa,-6.73447,-79.857,-16.45431,-71.5649,1407.72,10.8,0.42,11,37.8,33.99,342.7
T2714,2025-02-21,D011,Arequipa,Chiclayo,-16.3834,-71.53325,-6.69487,-79.86366,1407.85,1.0,0.64,0,62.9,22.53,320.8
T2715,2025-02-21,D026,Puno,Tacna,-15.8274,-70.07918,-18.03712,-70.28646,246.7,12.0,0.52,328,47.3,5.61,75.7
T2716,2025-02-21,D013,Arequipa,Cusco,-16.44184,-71.61013,-13.52985,-72.01283,326.67,1.0,0.36,567,76.4,5.03,71.8
T2717,2025-02-21,D034,Tacna,Cusco,-17.99412,-70.30435,-13.58651,-71.89218,518.7,21.4,0.21,0,53.0,9.34,167.7
T2718,2025-02-21,D009,Puno,Cusco,-15.82142,-70.02388,-13.51648,-71.93013,328.22,17.7,0.43,376,47.2,8.84,121.3
T2719,2025-02-21,D010,Ica,Arequipa,-14.02184,-75.78832,-16.46462,-71.56312,528.4,16.9,0.56,922,32.4,18.52,177.6
T2720,2025-02-21,D019,Lima,Ica,-12.01569,-77.11941,-14.06161,-75.65183,277.54,7.4,0.25,245,74.4,3.8,80.8
T2721,2025-02-21,D024,Tacna,Arequipa,-18.05741,-70.33139,-16.4226,-71.51366,220.92,25.4,0.59,242,47.8,5.6,127.4
T2722,2025-02-21,D006,Lima,Chiclayo,-12.05459,-77.00573,-6.84041,-79.80999,656.28,16.7,0.71,144,43.4,17.46,175.8
T2723,2025-02-21,D029,Chiclayo,Arequipa,-6.73744,-79.78264,-16.38067,-71.5264,1398.77,5.6,0.31,132,42.8,37.37,349.6
T2724,2025-02-21,D010,Puno,Tacna,-15.8293,-69.98949,-18.0303,-70.24822,246.28,18.5,0.64,623,29.7,9.88,92.4
T2725,2025-02-21,D027,Chiclayo,Ica,-6.85192,-79.87016,-14.09242,-75.71675,924.2,2.4,0.29,463,58.5,14.34,234.8
T2726,2025-02-21,D011,Ica,Puno,-13.98981,-75.75111,-15.88491,-69.99027,653.77,18.3,0.17,0,68.6,10.47,151.3
T2727,2025-02-21,D013,Chiclayo,Trujillo,-6.84597,-79.79726,-8.17842,-79.03521,170.32,24.8,0.81,552,30.6,6.89,116.0
T2728,2025-02-21,D012,Tacna,Trujillo,-17.9983,-70.22075,-8.0431,-79.05436,1462.35,24.1,0.7,0,54.5,31.58,336.1
T2729,2025-02-21,D012,Lima,Chiclayo,-12.03264,-76.97867,-6.76555,-79.74322,659.48,12.5,0.56,139,66.0,10.46,202.1
T2730,2025-02-21,D026,Puno,Lima,-15.82066,-70.0675,-12.02225,-77.09442,867.92,9.9,0.32,412,64.9,15.93,249.3
T2731,2025-02-21,D011,Cusco,Arequipa,-13.58825,-71.9605,-16.40675,-71.45272,318.11,10.3,0.43,704,36.7,11.22,96.4
T2732,2025-02-21,D018,Arequipa,Ica,-16.36053,-71.52817,-14.04792,-75.71469,517.58,6.3,0.6,583,53.7,8.76,136.7
T2733,2025-02-21,D027,Lima,Ica,-12.0283,-76.99934,-14.11487,-75.67982,272.5,3.3,0.13,444,63.2,4.27,60.2
T2734,2025-02-21,D015,Trujillo,Lima,-8.11472,-79.10041,-11.90503,-77.04334,477.86,5.1,0.57,218,44.1,12.61,127.9
T2735,2025-02-21,D019,Arequipa,Puno,-16.43257,-71.56254,-15.85784,-70.02255,176.46,5.8,0.32,474,60.2,3.53,53.8
T2736,2025-02-21,D011,Chiclayo,Trujillo,-6.83125,-79.82302,-8.06073,-78.87832,171.87,7.6,0.67,145,29.3,7.08,68.8
T2737,2025-02-21,D024,Ica,Lima,-14.09761,-75.76527,-12.09761,-76.93199,255.78,4.5,0.64,385,50.4,5.26,84.3
T2738,2025-02-21,D021,Chiclayo,Cusco,-6.76327,-79.85509,-13.50336,-71.99722,1140.41,6.7,0.3,407,73.3,20.13,224.2
T2739,2025-02-21,D002,Ica,Trujillo,-14.12917,-75.68259,-8.06163,-78.99064,765.08,13.3,0.66,188,47.9,14.78,245.4
T2740,2025-02-21,D029,Ica,Cusco,-14.09678,-75.82589,-13.54049,-71.92495,425.72,1.0,0.37,0,60.1,8.21,112.1
T2741,2025-02-21,D016,Cusco,Arequipa,-13.46064,-71.97769,-16.37479,-71.54719,327.32,12.2,0.99,469,44.8,7.68,141.0
T2742,2025-02-21,D010,Tacna,Trujillo,-17.99298,-70.20653,-8.14729,-79.03042,1452.35,1.0,0.05,54,77.8,18.18,392.2
T2743,2025-02-21,D021,Cusco,Puno,-13.53854,-71.89516,-15.73719,-69.97814,319.84,6.3,0.44,285,54.3,5.63,119.6
T2744,2025-02-21,D021,Cusco,Arequipa,-13.55499,-71.95332,-16.35943,-71.53107,315.12,19.8,0.2,126,52.2,5.45,114.1
T2745,2025-02-21,D009,Chiclayo,Trujillo,-6.78971,-79.79513,-8.05844,-78.9418,169.57,21.3,0.86,515,48.6,4.2,120.9
T2746,2025-02-21,D008,Chiclayo,Trujillo,-6.75027,-79.85309,-8.12577,-79.07132,175.56,10.1,0.88,192,52.6,4.06,90.1
T2747,2025-02-21,D032,Chiclayo,Trujillo,-6.78407,-79.92021,-8.17607,-79.01479,184.18,16.2,0.62,448,55.4,3.01,73.6
T2748,2025-02-21,D014,Puno,Trujillo,-15.86504,-70.01346,-8.08795,-79.02386,1306.4,16.7,0.06,305,56.6,24.05,426.4
T2749,2025-02-21,D032,Lima,Trujillo,-11.98561,-77.13421,-8.15635,-79.08021,476.1,26.8,0.57,527,37.4,16.47,153.0
T2750,2025-02-21,D032,Tacna,Trujillo,-18.05113,-70.27641,-7.96944,-79.00102,1465.4,4.4,0.31,140,80.6,19.4,347.5
T2751,2025-02-21,D005,Arequipa,Trujillo,-16.37969,-71.62725,-8.13559,-79.10294,1224.27,15.3,0.95,537,48.0,32.86,334.8
T2752,2025-02-21,D016,Ica,Lima,-14.20417,-75.63083,-12.03405,-77.12005,290.23,24.1,0.31,364,76.5,4.39,120.7
T2753,2025-02-21,D010,Ica,Cusco,-14.04879,-75.70575,-13.53553,-71.98247,406.1,12.6,0.89,0,39.8,13.24,122.2
T2754,2025-02-21,D021,Arequipa,Ica,-16.37727,-71.48595,-14.0646,-75.84379,533.58,1.0,0.28,554,45.3,12.84,134.7
T2755,2025-02-21,D029,Cusco,Trujillo,-13.54437,-72.00081,-8.12906,-78.93983,967.67,1.7,0.21,703,65.3,19.22,259.3
T2756,2025-02-21,D013,Tacna,Arequipa,-18.00804,-70.13228,-16.36079,-71.57896,239.09,11.5,0.87,261,59.9,3.87,86.9
T2757,2025-02-21,D015,Trujillo,Tacna,-8.13642,-78.983,-18.00369,-70.3038,1443.94,9.9,0.6,610,36.7,46.05,367.0
T2758,2025-02-21,D006,Puno,Tacna,-15.89422,-69.95764,-17.92463,-70.23225,227.65,13.9,0.73,167,41.9,6.29,94.2
T2759,2025-02-21,D012,Ica,Chiclayo,-14.04652,-75.70273,-6.77275,-79.79033,923.97,5.8,0.73,229,46.7,24.98,265.4
T2760,2025-02-21,D013,Arequipa,Puno,-16.49781,-71.57467,-15.76904,-69.99135,187.53,18.5,0.63,0,41.8,5.74,94.1
T2761,2025-02-21,D005,Chiclayo,Lima,-6.73742,-79.86165,-12.07488,-77.06948,667.82,6.2,0.16,250,53.1,12.25,187.4
T2762,2025-02-22,D015,Cusco,Chiclayo,-13.46891,-71.95368,-6.7895,-79.89443,1142.88,1.0,0.4,354,60.4,20.67,257.4
T2763,2025-02-22,D021,Trujillo,Arequipa,-8.07143,-79.06308,-16.35952,-71.52531,1232.49,7.0,0.55,396,60.0,21.01,338.9
T2764,2025-02-22,D038,Trujillo,Tacna,-8.08973,-78.89087,-18.01708,-70.20319,1449.64,8.4,0.68,153,42.1,32.05,389.3
T2765,2025-02-22,D031,Puno,Arequipa,-15.82764,-70.00259,-16.35753,-71.51952,172.44,7.0,0.27,200,37.1,5.61,56.5
T2766,2025-02-22,D038,Arequipa,Cusco,-16.44188,-71.56059,-13.48356,-71.87599,330.69,1.0,1.0,190,38.0,8.98,104.7
T2767,2025-02-22,D030,Ica,Trujillo,-14.09295,-75.7935,-8.11605,-79.0817,755.18,1.4,0.57,0,38.0,24.22,202.3
T2768,2025-02-22,D020,Cusco,Trujillo,-13.49477,-72.00373,-8.084,-78.96386,969.26,9.9,0.31,171,53.0,17.38,257.2
T2769,2025-02-22,D028,Trujillo,Lima,-8.0413,-79.01552,-12.05051,-77.01375,496.75,1.0,0.84,301,31.0,17.94,166.7
T2770,2025-02-22,D040,Lima,Tacna,-12.03663,-77.11576,-17.943,-70.29218,983.82,15.8,0.59,332,37.2,25.01,345.4
T2771,2025-02-22,D020,Arequipa,Puno,-16.39074,-71.57201,-15.80919,-70.07844,172.17,10.4,0.14,240,51.9,3.31,58.1
T2772,2025-02-22,D013,Trujillo,Ica,-8.12681,-79.11944,-14.16064,-75.73494,765.73,6.4,0.49,478,57.8,16.48,221.1
T2773,2025-02-22,D004,Chiclayo,Arequipa,-6.83275,-79.81497,-16.44218,-71.52221,1398.29,20.9,0.05,383,66.7,20.43,447.1
T2774,2025-02-22,D034,Tacna,Cusco,-18.0156,-70.18667,-13.51332,-71.92655,534.11,31.5,0.51,0,60.0,10.19,147.4
T2775,2025-02-22,D005,Tacna,Trujillo,-17.99804,-70.23034,-8.16437,-78.94551,1443.61,2.2,0.38,567,58.8,25.37,339.5
T2776,2025-02-22,D001,Tacna,Chiclayo,-18.02252,-70.225,-6.73599,-79.87204,1633.6,11.2,0.05,61,49.3,37.43,478.5
T2777,2025-02-22,D001,Arequipa,Cusco,-16.38947,-71.49669,-13.52694,-72.01336,323.1,9.1,0.18,0,53.7,7.03,89.4
T2778,2025-02-22,D001,Trujillo,Puno,-8.13622,-79.06924,-15.93713,-69.95842,1316.17,11.8,0.05,448,58.8,27.85,353.6
T2779,2025-02-22,D022,Ica,Chiclayo,-14.0566,-75.75493,-6.81898,-79.86027,921.37,14.3,0.38,19,39.7,27.59,238.7
T2780,2025-02-22,D027,Puno,Chiclayo,-15.83865,-70.07197,-6.83058,-79.9019,1465.99,9.8,0.06,520,56.3,26.79,458.6
T2781,2025-02-22,D020,Cusco,Ica,-13.5248,-71.92924,-13.97114,-75.70852,411.2,12.7,0.22,547,49.6,8.87,122.2
T2782,2025-02-22,D015,Cusco,Puno,-13.45586,-71.94401,-15.88681,-69.95901,344.46,13.4,0.64,43,47.6,7.53,142.9
T2783,2025-02-22,D037,Tacna,Puno,-18.04601,-70.17611,-15.88549,-70.00178,240.95,1.0,0.17,407,61.1,5.12,56.8
T2784,2025-02-22,D001,Ica,Chiclayo,-14.11643,-75.78156,-6.67733,-79.92185,942.85,15.6,0.21,0,47.7,25.15,207.4
T2785,2025-02-22,D007,Arequipa,Trujillo,-16.56641,-71.60778,-8.07756,-79.06552,1243.35,20.4,1.0,348,45.2,33.34,379.4
T2786,2025-02-22,D019,Tacna,Arequipa,-18.00946,-70.35717,-16.42238,-71.52199,215.52,9.7,0.22,580,50.8,4.17,56.9
T2787,2025-02-22,D031,Arequipa,Tacna,-16.42698,-71.57744,-18.02925,-70.24991,227.2,27.5,0.24,129,56.5,5.1,81.5
T2788,2025-02-22,D030,Ica,Tacna,-14.08897,-75.75625,-18.08576,-70.31474,731.65,13.9,0.51,314,72.9,11.32,258.9
T2789,2025-02-22,D006,Cusco,Arequipa,-13.48895,-71.94936,-16.48148,-71.50573,336.15,21.8,0.62,162,43.4,8.34,128.1
T2790,2025-02-22,D040,Chiclayo,Arequipa,-6.86592,-79.73889,-16.39815,-71.53385,1385.6,6.6,0.31,407,47.2,31.92,354.9
T2791,2025-02-22,D001,Lima,Arequipa,-12.00454,-77.11353,-16.37267,-71.50456,775.44,9.1,0.48,266,60.9,15.46,213.7
T2792,2025-02-22,D039,Lima,Chiclayo,-12.08078,-77.09353,-6.81007,-79.80472,657.16,10.2,0.46,472,39.4,19.17,161.6
T2793,2025-02-22,D037,Trujillo,Lima,-8.0778,-79.13453,-12.08649,-77.07248,499.63,14.2,0.15,227,50.2,9.56,145.2
T2794,2025-02-22,D015,Chiclayo,Trujillo,-6.70669,-79.86855,-8.12761,-78.98219,185.78,23.3,0.52,377,37.8,5.23,97.2
T2795,2025-02-22,D011,Tacna,Ica,-18.09881,-70.26327,-14.07446,-75.68244,731.63,19.8,0.1,335,57.7,14.5,201.5
T2796,2025-02-22,D037,Cusco,Lima,-13.50125,-72.06542,-12.09517,-77.13187,571.16,28.7,0.05,270,72.5,9.57,193.2
T2797,2025-02-22,D029,Chiclayo,Puno,-6.74387,-79.78228,-15.85794,-70.09933,1462.56,2.7,0.39,109,27.5,57.47,363.2
T2798,2025-02-22,D024,Arequipa,Chiclayo,-16.54503,-71.54336,-6.72649,-79.77878,1412.14,8.7,0.76,270,47.1,32.68,389.9
T2799,2025-02-22,D017,Ica,Lima,-14.12322,-75.80355,-12.06887,-77.09694,267.96,17.3,0.84,147,41.2,6.55,100.2
T2800,2025-02-22,D015,Tacna,Ica,-18.01258,-70.24875,-14.11544,-75.71609,727.25,22.0,0.66,421,42.6,21.08,236.2
T2801,2025-02-22,D038,Ica,Cusco,-14.11797,-75.71214,-13.55669,-71.94562,411.42,17.5,0.39,0,44.3,10.29,145.4
T2802,2025-02-22,D005,Chiclayo,Tacna,-6.76813,-79.71171,-18.05079,-70.22424,1622.17,5.1,0.76,592,44.3,40.21,434.9
T2803,2025-02-22,D003,Trujillo,Arequipa,-8.05059,-79.03886,-16.33223,-71.5939,1225.33,15.5,0.05,483,59.2,19.86,304.5
T2804,2025-02-22,D014,Ica,Cusco,-14.04054,-75.75842,-13.57851,-71.97884,411.34,14.6,0.51,255,43.9,11.35,158.3
T2805,2025-02-22,D031,Tacna,Cusco,-17.95831,-70.25528,-13.57124,-72.02955,523.45,24.3,0.32,0,53.2,10.23,177.6
T2806,2025-02-22,D035,Arequipa,Cusco,-16.39824,-71.58498,-13.4771,-71.95096,327.19,18.0,0.77,435,55.8,5.94,128.6
T2807,2025-02-23,D013,Puno,Ica,-15.91228,-70.01568,-14.02955,-75.63806,639.17,18.5,0.22,656,70.8,11.26,200.2
T2808,2025-02-23,D016,Chiclayo,Puno,-6.74472,-79.77472,-15.81044,-69.97006,1468.52,10.7,0.41,529,40.3,40.87,356.2
T2809,2025-02-23,D029,Tacna,Trujillo,-17.9641,-70.26475,-8.09993,-78.96254,1445.08,25.8,0.05,106,54.2,32.11,478.1
T2810,2025-02-23,D036,Ica,Trujillo,-14.14358,-75.77688,-8.10264,-79.10731,763.62,4.6,0.43,465,34.3,21.56,210.0
T2811,2025-02-23,D022,Cusco,Lima,-13.57326,-71.97314,-12.17919,-76.98134,564.56,10.5,0.49,526,46.6,15.22,177.4
T2812,2025-02-23,D024,Puno,Ica,-15.80379,-69.90039,-14.15831,-75.7678,656.23,26.9,0.38,520,59.7,12.08,232.2
T2813,2025-02-23,D012,Tacna,Trujillo,-18.04016,-70.30596,-8.11866,-79.14049,1459.43,2.1,0.37,151,49.8,27.55,371.2
T2814,2025-02-23,D007,Lima,Puno,-12.11144,-77.04714,-15.8101,-70.01974,862.51,1.0,0.71,0,38.2,28.34,204.1
